,0,1,2
02010420_F.wav,N,N,W
02110180_F.wav,N,N,N
02210114_D#.wav,W,W,N
02110138_F.wav,W,W,W
02100453_D#.wav,W,W,W
02100202_D#.wav,N,N,N
02210157_F.wav,W,W,W
02210442_G.wav,N,W,W
02200154_G.wav,N,N,W
02000131_G#.wav,N,W,W
02100346_F.wav,N,N,N
02200284_D#.wav,N,N,N
02100087_F.wav,N,N,W
02110140_F.wav,N,N,N
02100456_F.wav,N,W,N
02000149_D#.wav,W,W,N
02010052_E.wav,N,W,N
02110105_F.wav,W,W,W
02010209_G.wav,W,W,W
02200314_F.wav,N,W,N
02110478_D#.wav,N,W,W
02100273_D#.wav,N,N,N
02200351_F.wav,W,W,W
02110229_D#.wav,N,N,N
02210459_D.wav,N,N,N
02000269_E.wav,W,W,W
02100422_D#.wav,W,W,W
02100143_G.wav,N,W,W
02100373_D#.wav,W,W,W
02110241_F.wav,W,W,N
02110204_F.wav,W,W,W
02210165_D#.wav,N,N,N
02010330_F.wav,N,N,N
02200015_F.wav,N,W,W
02110354_D#.wav,N,W,W
02000376_G.wav,N,W,W
02100019_E.wav,N,N,N
02110254_D#.wav,N,W,W
02210333_F.wav,N,N,N
02110237_D#.wav,N,W,N
02110434_F.wav,W,W,W
02110471_F.wav,N,W,N
02100167_F.wav,W,W,W
02210006_D#.wav,N,N,N
02000016_F.wav,W,W,N
02100104_E.wav,N,W,W
02100210_D#.wav,N,W,N
02210077_F.wav,W,W,W
02100242_F#.wav,N,N,W
02010169_F.wav,N,N,N
02210032_F.wav,N,N,W
02210014_E.wav,N,N,N
02100413_F#.wav,N,W,W
02100310_D#.wav,N,N,N
02200296_D#.wav,N,N,N
02000374_E.wav,N,W,W
02100223_F.wav,N,N,W
02200021_D#.wav,N,N,N
02100266_F.wav,N,N,N
02010070_D#.wav,W,W,W
02000078_F#.wav,N,N,N
02200031_G.wav,W,W,W
02200209_G.wav,N,N,N
02200052_E.wav,N,W,W
02110199_F.wav,N,N,W
02000459_D.wav,W,W,W
02210269_E.wav,N,N,N
02200074_D#.wav,N,W,W
02010351_F.wav,N,W,N
02010314_F.wav,N,N,N
02200330_F.wav,N,W,N
02110433_D#.wav,N,W,W
02100469_D#.wav,N,W,N
02210153_D#.wav,N,W,W
02110319_G.wav,N,N,W
02110121_F.wav,W,N,N
02100437_F.wav,N,W,N
02000002_D#.wav,W,N,N
02210376_G.wav,N,N,N
02100085_E.wav,N,W,N
02010015_F.wav,W,W,N
02100454_E.wav,W,W,W
02100207_F.wav,N,N,N
02010069_F#.wav,N,N,N
02210130_D#.wav,W,W,W
02000333_F.wav,W,W,W
02210016_F.wav,N,W,W
02110079_F.wav,N,W,W
02000014_E.wav,N,N,N
02110084_F.wav,N,W,W
02000032_F.wav,W,W,W
02200169_F.wav,N,N,N
02000077_F.wav,W,W,W
02100299_E.wav,W,W,N
02100470_D.wav,N,N,N
02010031_G.wav,N,W,N
02100477_D#.wav,N,N,N
02210374_E.wav,N,N,N
02110468_F.wav,N,W,N
02000125_A#.wav,N,N,N
02200137_E.wav,N,W,N
02100406_D#.wav,N,N,W
02200404_G.wav,N,N,N
02010271_F.wav,N,W,W
02110300_F.wav,N,W,W
02210349_E.wav,N,N,N
02010257_E.wav,W,W,N
02110345_F.wav,N,N,N
02000064_G#.wav,N,N,N
02200283_F#.wav,N,N,N
02100282_F.wav,N,N,N
02200236_E.wav,N,W,W
02200255_F.wav,N,W,N
02110370_D#.wav,N,N,N
02210392_F.wav,N,W,W
02000423_F.wav,N,W,W
02010135_F.wav,N,N,N
02100081_A.wav,N,N,N
02010170_F.wav,N,W,N
02210013_F#.wav,N,W,W
02100183_F.wav,N,W,W
02000405_E.wav,N,W,W
02110044_F.wav,N,N,N
02210113_F#.wav,W,W,W
02000256_F.wav,N,N,N
02210022_D#.wav,W,N,N
02010391_F.wav,W,W,N
02100301_E.wav,N,W,N
02000213_F.wav,N,N,N
02200178_D#.wav,W,W,W
02000270_E.wav,N,W,N
02010029_D#.wav,N,W,W
02100327_F.wav,N,W,W
02100418_D#.wav,N,N,N
02200420_F.wav,W,W,W
02200465_F.wav,N,N,N
02210173_F.wav,N,W,N
02000157_F.wav,N,W,W
02100063_F.wav,N,W,W
02200057_F#.wav,W,W,N
02010054_D#.wav,N,W,W
02110025_G.wav,N,N,N
02110258_F.wav,W,W,N
02100234_D#.wav,N,W,W
02010154_G.wav,N,W,N
02000442_G.wav,N,W,W
02100219_F.wav,N,N,N
02110013_F#.wav,N,W,W
02200215_E.wav,W,W,N
02200233_F.wav,W,W,W
02110113_F#.wav,W,W,W
02100042_D.wav,N,W,W
02200276_F.wav,N,N,N
02010097_G.wav,W,W,W
02000368_F.wav,N,N,W
02000094_F.wav,N,N,N
02110279_D.wav,N,N,N
02000426_E.wav,N,W,W
02110067_F.wav,W,W,W
02000196_D#.wav,N,W,W
02210370_D#.wav,W,W,W
02210447_E.wav,N,W,W
02100118_F.wav,W,N,W
02100283_F#.wav,N,W,W
02200132_F.wav,N,N,W
02100306_D.wav,N,W,N
02200406_D#.wav,N,N,N
02010217_F.wav,N,N,W
02010009_D.wav,N,N,N
02010206_D#.wav,N,N,W
02010427_F.wav,W,W,N
02100023_E.wav,N,W,W
02010365_D#.wav,W,W,N
02100005_F.wav,N,N,N
02000117_E.wav,N,N,N
02010401_E.wav,N,W,W
02200234_D#.wav,N,W,W
02200231_D.wav,W,W,N
02210316_A.wav,N,W,W
02210277_E.wav,N,N,N
02000377_A#.wav,N,N,N
02100057_F#.wav,N,W,N
02000288_F.wav,N,W,W
02210400_G.wav,N,N,W
02000230_F.wav,N,N,N
02200418_D#.wav,N,N,N
02010318_D#.wav,W,W,W
02100304_F.wav,W,W,W
02000342_D#.wav,N,W,W
02200308_E.wav,W,W,N
02100285_G.wav,N,W,W
02100178_D#.wav,W,W,W
02110022_D#.wav,W,W,W
02000189_F.wav,W,W,W
02210150_F.wav,N,W,W
02210115_F.wav,N,N,W
02110153_D#.wav,W,W,W
02110452_G.wav,N,W,W
02100339_F.wav,W,W,W
02110417_G.wav,W,W,W
02210433_D#.wav,N,W,W
02100414_F.wav,N,W,N
02100080_F.wav,N,N,W
02010010_E.wav,N,W,N
02000184_D#.wav,W,W,W
02100451_F.wav,W,W,W
02110147_F.wav,W,W,N
02210128_F.wav,W,W,W
02200469_D#.wav,N,W,W
02210355_G.wav,N,N,N
02100432_E.wav,W,W,N
02100074_D#.wav,N,N,W
02000371_G.wav,W,W,W
02200012_F.wav,W,W,N
02010290_D.wav,W,W,W
02010479_E.wav,W,W,N
02100038_F.wav,W,W,N
02110203_F.wav,N,W,N
02010214_D#.wav,N,N,N
02110225_E.wav,N,N,N
02100160_F.wav,N,N,N
02000037_E.wav,W,W,W
02010193_F.wav,N,W,N
02200477_D#.wav,W,W,W
02000011_F.wav,W,W,N
02210334_F.wav,N,W,N
02010292_F.wav,N,W,W
02110380_E.wav,N,W,W
02110130_D#.wav,N,W,W
02210056_E.wav,N,N,N
02110262_F.wav,N,W,N
02210354_D#.wav,N,W,N
02100383_E.wav,N,N,N
02110201_E.wav,N,N,N
02210254_D#.wav,W,W,N
02110408_A.wav,N,W,W
02110165_D#.wav,W,W,N
02000355_G.wav,N,W,W
02000128_F.wav,N,W,W
02200010_E.wav,N,N,N
02200273_D#.wav,N,W,W
02200479_E.wav,W,W,W
02200290_D.wav,W,W,N
02100430_F.wav,W,W,W
02110126_F.wav,W,W,W
02000429_D#.wav,N,W,W
02000378_D#.wav,W,N,N
02210478_D#.wav,N,W,W
02010012_F.wav,N,N,N
02200373_D#.wav,N,N,N
02110145_E.wav,N,N,N
02200422_D#.wav,N,N,N
02210229_D#.wav,W,W,W
02210371_G.wav,N,N,N
02010195_D#.wav,W,N,N
02100416_E.wav,N,W,W
02100358_F.wav,N,N,N
02210011_F.wav,W,W,W
02100021_D#.wav,N,W,W
02100296_D#.wav,N,N,N
02200193_F.wav,N,W,N
02210037_E.wav,N,N,N
02100245_F.wav,N,W,N
02200210_D#.wav,N,N,W
02200242_F#.wav,W,W,N
02200413_F#.wav,N,N,N
02000334_F.wav,W,W,W
02200310_D#.wav,W,W,N
02200292_F.wav,N,W,W
02110006_D#.wav,N,N,W
02000056_E.wav,N,N,N
02110431_E.wav,N,N,W
02210237_D#.wav,N,W,W
02100162_E.wav,N,N,W
02210368_F.wav,W,W,W
02200097_G.wav,N,N,N
02210246_D#.wav,N,W,W
02010276_F.wav,W,W,N
02110119_D.wav,N,W,W
02010233_F.wav,W,W,W
02000317_D#.wav,W,W,W
02000446_D#.wav,W,W,W
02010215_E.wav,N,N,N
02110307_F.wav,N,N,N
02210426_E.wav,W,W,N
02110449_E.wav,W,W,N
02210094_F.wav,W,W,W
02110218_D.wav,N,W,W
02010187_D#.wav,N,W,N
02110020_E.wav,W,W,W
02100457_A.wav,N,W,W
02200462_F#.wav,N,W,W
02010132_F.wav,N,W,W
02110065_E.wav,W,W,W
02010239_G#.wav,N,W,N
02010362_F#.wav,W,W,N
02110043_F.wav,W,W,W
02000447_E.wav,W,N,N
02100278_F.wav,N,W,N
02200009_D.wav,N,N,N
02100050_D#.wav,N,N,N
02200217_F.wav,N,W,W
02100448_F.wav,W,W,W
02200401_E.wav,N,W,W
02210117_E.wav,N,W,W
02010231_D.wav,W,N,N
02100284_D#.wav,N,W,N
02200427_F.wav,W,W,W
02010353_D#.wav,N,W,N
02200453_D#.wav,N,W,N
02210288_F.wav,N,N,N
02000277_E.wav,N,N,N
02200202_D#.wav,N,N,N
02100320_F.wav,N,N,W
02000458_D#.wav,W,W,N
02000316_A.wav,N,W,W
02010308_E.wav,N,W,W
02110114_D#.wav,W,W,W
02000400_G.wav,N,W,N
02210230_F.wav,N,W,W
02000115_F.wav,W,W,W
02000150_F.wav,N,W,W
02210189_F.wav,N,N,N
02000191_F#.wav,N,N,N
02200250_F.wav,N,N,N
02210397_F.wav,N,W,N
02110191_F#.wav,N,W,N
02000463_F.wav,N,N,W
02110041_F.wav,W,W,W
02000445_E.wav,N,W,W
02210275_D.wav,W,W,W
02000114_D#.wav,W,N,N
02200177_E.wav,W,W,W
02110428_F.wav,N,N,N
02100353_D#.wav,N,W,N
02210424_E.wav,W,W,N
02110458_D#.wav,N,N,N
02210402_F.wav,N,N,N
02210096_F.wav,W,W,W
02010188_F.wav,N,N,N
02110323_E.wav,N,W,N
02010274_F.wav,W,W,N
02210131_G#.wav,N,W,N
02110366_E.wav,N,N,W
02210309_E.wav,W,W,W
02110340_F.wav,N,N,N
02100287_F.wav,N,N,N
02010284_D#.wav,N,N,N
02000395_E.wav,N,W,N
02100040_E.wav,N,N,W
02010095_F.wav,N,W,W
02000152_F.wav,N,N,N
02010444_F.wav,W,W,N
02000174_E.wav,N,W,W
02110399_G.wav,N,N,N
02010050_D#.wav,W,W,W
02100066_F.wav,N,W,N
02200001_D#.wav,W,W,W
02100239_G#.wav,N,W,N
02100362_F#.wav,W,W,W
02100187_D#.wav,N,N,W
02200396_E.wav,N,N,N
02210251_E.wav,N,N,N
02010369_F.wav,N,W,W
02210232_F.wav,N,N,N
02110286_E.wav,N,W,W
02000253_F.wav,N,W,W
02010394_F.wav,N,N,W
02100322_F.wav,N,N,W
02100367_F.wav,W,W,W
02200460_F.wav,N,N,N
02010068_F.wav,N,W,N
02110317_D#.wav,N,W,W
02200425_F.wav,W,W,W
02210133_F.wav,W,W,W
02110446_D#.wav,N,N,N
02200335_F.wav,N,W,W
02200356_E.wav,W,W,N
02210291_E.wav,W,W,W
02010073_E.wav,W,W,W
02110359_G.wav,N,W,W
02110161_F.wav,N,W,N
02210336_G.wav,W,W,N
02000006_D#.wav,N,W,W
02000192_F.wav,W,W,W
02110102_E.wav,N,N,N
02100159_A.wav,W,W,W
02200034_F.wav,W,W,W
02010296_D#.wav,W,W,W
02010372_E.wav,W,W,W
02110260_F.wav,N,N,N
02010021_D#.wav,N,N,N
02200070_D#.wav,N,W,W
02010337_E.wav,N,W,W
02210078_F#.wav,N,N,N
02010311_F.wav,W,W,N
02110450_F.wav,N,N,N
02100146_F.wav,W,W,W
02210419_E.wav,N,W,N
02110415_F.wav,N,W,N
02100103_F.wav,N,N,W
02210149_D#.wav,N,W,W
02210293_G.wav,N,N,N
02000072_F.wav,W,W,W
02200129_F.wav,N,N,N
02110429_D#.wav,W,N,N
02110378_D#.wav,W,W,W
02210312_F.wav,N,W,W
02010249_F.wav,N,W,W
02210357_F.wav,N,W,W
02100195_D#.wav,W,W,W
02110338_F.wav,W,W,N
02000165_D#.wav,N,N,W
02100261_E.wav,N,W,W
02010148_F.wav,N,W,N
02110227_D.wav,N,N,N
02010313_D.wav,N,W,W
02000291_E.wav,N,W,N
02200069_F#.wav,W,W,N
02010356_E.wav,N,N,N
02000130_D#.wav,N,N,N
02010335_F.wav,N,N,N
02210192_F.wav,W,W,W
02100059_E.wav,N,W,W
02000336_G.wav,W,N,N
02200073_E.wav,N,N,N
02110100_F.wav,N,W,N
02010034_F.wav,N,N,N
02100475_E.wav,N,W,W
02200311_F.wav,N,N,N
02200337_E.wav,W,W,N
02200372_E.wav,N,W,N
02100214_D#.wav,W,N,W
02010129_F.wav,N,W,W
02210072_F.wav,N,N,N
02000293_G.wav,W,W,W
02110058_F.wav,W,W,N
02000419_E.wav,W,W,W
02100263_F.wav,N,W,W
02010074_D#.wav,N,W,W
02100226_F.wav,W,W,N
02000357_F.wav,N,W,N
02200249_F.wav,N,W,W
02110382_E.wav,W,W,W
02000312_F.wav,N,N,N
02110184_D#.wav,W,W,W
02000153_D#.wav,N,W,W
02110474_F.wav,W,W,N
02200313_D.wav,N,N,N
02100101_E.wav,N,N,N
02210002_D#.wav,W,W,N
02200148_F.wav,N,N,W
02110083_E.wav,N,W,W
02000397_F.wav,N,W,W
02010250_F.wav,N,N,N
02000022_D#.wav,N,W,W
02010178_D#.wav,W,W,N
02110364_F.wav,W,W,W
02200029_D#.wav,N,N,N
02110321_F.wav,N,N,W
02210445_E.wav,W,W,W
02000275_D.wav,W,W,W
02100318_D#.wav,N,N,N
02110098_F.wav,N,W,N
02100179_E.wav,W,W,N
02210463_F.wav,N,N,N
02110342_D#.wav,N,N,N
02200188_F.wav,W,W,W
02000096_F.wav,N,N,N
02110377_A#.wav,N,N,W
02000402_F.wav,W,N,N
02000424_E.wav,N,W,W
02010057_F#.wav,N,W,W
02200054_D#.wav,N,W,N
02010177_E.wav,N,N,N
02210395_E.wav,N,N,N
02100365_D#.wav,W,W,W
02000309_E.wav,W,W,W
02200274_F.wav,N,W,W
02210125_A#.wav,W,W,N
02210174_E.wav,W,W,N
02110305_G.wav,N,N,N
02200444_F.wav,N,N,N
02210152_F.wav,W,W,W
02200095_F.wav,W,W,N
02100206_D#.wav,N,N,W
02100099_E.wav,N,N,N
02000232_F.wav,W,W,W
02200369_F.wav,N,N,W
02000251_E.wav,N,N,N
02010396_E.wav,W,W,N
02210064_G#.wav,W,W,N
02010283_F#.wav,N,W,W
02100186_G.wav,N,N,N
02200394_F.wav,N,N,N
02210253_F.wav,N,N,N
02100398_E.wav,W,W,W
02110196_D#.wav,N,N,N
02000133_F.wav,N,N,W
02010425_F.wav,N,W,W
02000013_F#.wav,N,N,W
02200068_F.wav,W,W,W
02010460_F.wav,N,W,N
02100007_F.wav,N,N,N
02000113_F#.wav,W,W,W
02110328_F#.wav,N,W,N
02210332_F.wav,N,W,W
02110106_D.wav,W,W,N
02100220_D#.wav,W,W,W
02000388_E.wav,W,W,W
02010008_A#.wav,N,W,W
02100166_F.wav,W,W,W
02210295_D.wav,N,W,W
02100123_F.wav,W,W,W
02200109_F.wav,N,W,N
02210076_F.wav,N,N,N
02200197_E.wav,N,W,W
02100267_F.wav,N,W,W
02000375_E.wav,N,N,N
02210194_D.wav,N,W,N
02200030_G.wav,N,W,N
02210036_D#.wav,W,W,N
02210155_D#.wav,N,W,W
02010053_E.wav,N,N,W
02100086_F.wav,W,W,W
02110141_F.wav,N,W,W
02000004_D#.wav,W,W,N
02200438_F.wav,N,W,W
02210055_D#.wav,N,W,W
02110122_E.wav,N,N,N
02200350_F.wav,N,W,W
02110181_F#.wav,N,N,N
02000033_G.wav,N,N,N
02100089_D#.wav,N,W,N
02100142_G.wav,N,N,N
02000268_E.wav,N,N,N
02100107_G.wav,N,W,W
02110205_F.wav,N,W,N
02200297_F#.wav,N,W,W
02010294_D#.wav,N,N,N
02110240_F.wav,W,N,N
02210028_D#.wav,W,W,N
02200172_D#.wav,W,W,W
02200480_F.wav,N,W,W
02100211_F#.wav,W,W,W
02100018_E.wav,N,N,W
02010088_F.wav,N,W,W
02200051_F.wav,W,W,W
02100265_D.wav,N,N,N
02100343_D#.wav,N,W,W
02100185_D#.wav,W,W,W
02200390_F.wav,N,W,W
02110439_D#.wav,N,N,N
02010134_G.wav,W,W,N
02010464_F.wav,W,W,W
02200151_F#.wav,N,N,N
02000108_D#.wav,N,W,W
02100046_F.wav,N,N,N
02200003_D#.wav,N,W,N
02110139_F.wav,N,W,W
02200466_E.wav,N,W,W
02110247_F#.wav,N,W,W
02100409_E.wav,W,W,W
02200091_F.wav,N,N,W
02010048_F.wav,N,W,W
02110315_D#.wav,W,W,W
02000075_D#.wav,N,N,N
02000027_F#.wav,W,N,N
02210092_G.wav,W,W,W
02010298_D#.wav,N,W,N
02210124_D#.wav,N,W,W
02100302_F.wav,W,W,W
02110280_F.wav,N,N,N
02000443_F.wav,W,N,N
02110163_A.wav,N,W,N
02010110_F.wav,W,W,W
02110047_E.wav,W,W,N
02010136_E.wav,N,N,N
02000144_F#.wav,W,W,N
02110024_F.wav,N,N,N
02000116_D#.wav,N,W,W
02000348_E.wav,N,N,N
02100062_G.wav,N,N,N
02000393_F.wav,N,W,W
02200421_G.wav,W,W,W
02010386_D#.wav,W,N,N
02210329_E.wav,N,W,W
02110360_F.wav,N,N,W
02110325_F.wav,W,W,W
02000049_E.wav,N,W,N
02210090_E.wav,N,N,N
02210441_E.wav,N,N,N
02210467_F.wav,N,W,W
02200171_F.wav,N,N,N
02200134_G.wav,N,N,N
02010164_D#.wav,N,N,N
02000289_D#.wav,W,W,N
02010381_F#.wav,W,W,W
02010390_F.wav,W,W,N
02200035_D#.wav,N,W,N
02000389_D#.wav,N,W,W
02100326_F.wav,N,N,W
02010281_F#.wav,N,N,N
02100363_F.wav,N,N,N
02110158_F.wav,N,N,N
02200464_F.wav,W,W,W
02200048_F.wav,N,N,N
02010091_F.wav,N,N,N
02010466_E.wav,N,N,W
02000111_F#.wav,N,N,N
02210112_D#.wav,W,W,W
02110259_F.wav,W,W,W
02100379_D#.wav,N,N,N
02000092_G.wav,W,W,W
02110472_D#.wav,W,W,W
02200136_E.wav,W,W,W
02200110_F.wav,N,N,N
02210443_F.wav,W,W,W
02210071_D#.wav,N,N,N
02000120_D#.wav,W,W,W
02210348_E.wav,N,N,W
02000329_E.wav,W,W,N
02010421_G.wav,N,W,W
02100235_F#.wav,N,N,N
02100082_F#.wav,W,W,W
02210393_F.wav,N,W,N
02010171_F.wav,W,W,W
02000467_F.wav,N,N,N
02110026_E.wav,W,W,W
02200156_D#.wav,N,N,N
02110045_F.wav,W,N,N
02000441_E.wav,W,W,N
02000090_E.wav,W,W,W
02210049_E.wav,W,W,W
02110384_F.wav,W,W,W
02100243_F.wav,N,W,N
02210388_E.wav,N,W,W
02000332_F.wav,N,N,W
02200175_F#.wav,N,W,W
02010176_D#.wav,N,N,N
02100341_A.wav,N,N,N
02200127_D#.wav,W,W,W
02100216_D#.wav,N,N,N
02010109_F.wav,N,W,N
02100344_F#.wav,W,W,W
02000295_D.wav,W,W,N
02100387_G.wav,W,W,W
02010197_E.wav,N,W,W
02110411_F.wav,N,W,W
02000076_F.wav,N,N,N
02010030_G.wav,N,W,N
02110331_D#.wav,W,W,W
02000194_D.wav,N,W,N
02100412_G.wav,N,N,W
02210375_E.wav,W,W,W
02110352_D#.wav,N,W,W
02110403_D#.wav,N,N,N
02100208_D#.wav,W,W,N
02010438_F.wav,N,N,N
02110252_D#.wav,N,W,W
02110198_F.wav,N,W,W
02100222_G.wav,N,N,N
02200053_E.wav,W,W,W
02110221_F.wav,N,N,N
02210268_E.wav,W,W,W
02200039_D#.wav,N,W,W
02110264_F.wav,N,N,N
02010168_D#.wav,N,N,W
02210033_G.wav,N,N,N
02100385_E.wav,N,N,N
02010350_F.wav,W,W,N
02100436_F.wav,N,N,N
02210017_G#.wav,W,W,N
02100455_E.wav,N,W,W
02010051_F.wav,N,W,W
02200088_F.wav,N,N,W
02010480_F.wav,W,W,W
02210314_F.wav,W,W,W
02210351_F.wav,N,W,W
02200459_D.wav,N,N,N
02010269_E.wav,N,W,W
02110143_G.wav,N,W,W
02110456_F.wav,W,W,W
02100140_F.wav,N,W,N
02110087_F.wav,N,W,W
02200224_D#.wav,N,N,N
02100105_F.wav,N,W,W
02000052_E.wav,N,W,W
02200093_D#.wav,W,W,W
02000209_G.wav,W,W,W
02210015_F.wav,N,N,N
02010376_G.wav,N,N,N
02110019_E.wav,W,W,W
02100168_D#.wav,N,W,W
02010208_D#.wav,N,N,N
02100241_F.wav,N,W,N
02210303_D#.wav,W,W,W
02000352_D#.wav,W,W,N
02100204_F.wav,W,W,W
02000403_D#.wav,N,W,N
02000330_F.wav,N,N,N
02000252_D#.wav,N,N,N
02000331_D#.wav,W,W,W
02100434_F.wav,N,W,W
02110167_F.wav,N,W,N
02100471_F.wav,N,N,N
02010016_F.wav,N,N,W
02110104_E.wav,N,W,N
02200333_F.wav,N,N,W
02110223_F.wav,N,N,N
02010374_E.wav,N,N,W
02110266_F.wav,N,N,W
02010216_D#.wav,N,N,N
02210031_G.wav,N,W,N
02010344_F#.wav,N,N,N
02200347_D#.wav,W,W,W
02000169_F.wav,N,W,N
02200077_F.wav,N,N,N
02200032_F.wav,W,W,W
02100176_D#.wav,N,N,N
02200014_E.wav,N,W,W
02010349_E.wav,W,N,N
02210257_E.wav,N,W,W
02210271_F.wav,N,N,N
02110238_E.wav,W,W,W
02000404_G.wav,N,W,N
02200435_F#.wav,N,N,N
02010082_F#.wav,N,N,N
02100060_F.wav,N,N,W
02010235_F#.wav,N,N,N
02000137_E.wav,N,W,W
02200405_E.wav,N,W,W
02210170_F.wav,N,N,N
02110120_D#.wav,W,W,W
02200423_F.wav,N,N,N
02210135_F.wav,N,W,W
02000255_F.wav,N,W,W
02010392_F.wav,W,W,W
02210440_D#.wav,N,N,N
02100324_F.wav,W,W,N
02000236_E.wav,N,N,W
02100361_F.wav,N,N,N
02000465_F.wav,N,W,W
02010173_F.wav,N,N,N
02010379_D#.wav,N,W,W
02000420_F.wav,N,N,N
02210272_D#.wav,N,N,N
02110061_E.wav,N,W,N
02100180_F.wav,N,W,N
02200228_D#.wav,W,W,N
02000472_D#.wav,N,N,N
02200270_E.wav,W,W,W
02200213_F.wav,N,N,W
02110111_F#.wav,N,W,N
02200256_F.wav,N,N,N
02210391_F.wav,N,N,W
02210154_G.wav,N,N,N
02200442_G.wav,N,W,W
02110346_F.wav,N,N,N
02100381_F#.wav,W,W,W
02100138_F.wav,N,N,N
02100164_D#.wav,N,N,W
02110289_D#.wav,W,N,N
02100281_F#.wav,W,N,N
02110389_D#.wav,N,W,N
02200157_F.wav,N,N,W
02210404_G.wav,N,N,N
02000271_F.wav,N,W,N
02200200_D#.wav,N,W,N
02000257_E.wav,N,W,N
02100300_F.wav,N,W,W
02200349_E.wav,N,W,N
02110282_F.wav,N,W,W
02100345_F.wav,N,W,W
02100468_F.wav,W,W,W
02210137_E.wav,N,W,W
02100386_D#.wav,W,W,W
02110081_A.wav,N,W,W
02000135_F.wav,N,W,W
02010423_F.wav,N,W,N
02000170_F.wav,N,N,N
02210190_D#.wav,N,W,W
02100044_F.wav,N,N,W
02210476_D#.wav,N,N,N
02110183_F.wav,N,N,N
02010405_E.wav,N,W,W
02210236_E.wav,W,W,W
02110144_F#.wav,W,W,N
02200392_F.wav,W,W,W
02110116_D#.wav,N,N,N
02210255_F.wav,W,N,N
02110075_D#.wav,N,W,N
02110027_F#.wav,N,N,N
02210420_F.wav,N,N,W
02100298_D#.wav,N,W,W
02200173_F.wav,N,N,W
02210465_F.wav,N,N,N
02210244_D#.wav,N,N,N
02000247_F#.wav,N,N,N
02000391_F.wav,N,W,W
02110301_E.wav,W,W,N
02010256_F.wav,W,W,W
02010213_F.wav,W,W,W
02000315_D#.wav,W,W,W
02110327_F.wav,W,W,W
02010270_E.wav,N,W,W
02100025_G.wav,N,W,N
02100258_F.wav,N,N,N
02010442_G.wav,N,W,W
02000154_G.wav,W,W,N
02110108_D#.wav,N,W,W
02010185_D#.wav,W,W,W
02010157_F.wav,N,W,N
02210461_G#.wav,W,W,W
02000439_D#.wav,W,W,W
02110063_F.wav,N,W,N
02010211_F#.wav,N,W,W
02200212_D#.wav,N,W,W
02010459_D.wav,W,W,W
02200269_E.wav,W,W,W
02000351_F.wav,N,W,W
02210248_D#.wav,N,W,N
02210410_G#.wav,N,N,N
02000314_F.wav,N,W,N
02010343_D#.wav,N,W,W
02210209_G.wav,W,W,W
02100294_D#.wav,W,W,N
02210052_E.wav,N,W,W
02100199_F.wav,N,W,N
02010089_D#.wav,N,W,W
02110437_F.wav,N,N,N
02100121_F.wav,N,W,W
02100319_G.wav,N,N,W
02000181_F#.wav,W,W,N
02210182_D#.wav,N,N,N
02200376_G.wav,N,W,W
02110454_E.wav,N,N,N
02110085_E.wav,W,W,W
02000015_F.wav,N,W,W
02210330_F.wav,N,N,N
02110004_D#.wav,W,W,W
02200016_F.wav,W,W,W
02100079_F.wav,N,W,W
02110207_F.wav,N,W,W
02210407_D#.wav,N,N,N
02010333_F.wav,W,W,W
02000031_G.wav,W,W,N
02110299_E.wav,N,N,N
02110470_D.wav,N,W,W
02200374_E.wav,N,N,W
02010220_D#.wav,N,W,W
02010014_E.wav,N,N,N
02100084_F.wav,N,N,N
02000328_F#.wav,N,W,W
02100008_A#.wav,W,W,W
02010032_F.wav,N,N,N
02010077_F.wav,W,W,W
02210169_F.wav,N,W,W
02210473_G#.wav,N,W,W
02000477_D#.wav,N,N,N
02010123_F.wav,N,N,N
02010166_F.wav,W,W,N
02200387_G.wav,W,W,W
02200243_F.wav,N,W,N
02210384_F.wav,N,N,W
02110388_E.wav,N,W,W
02000106_D.wav,N,W,W
02200341_A.wav,N,W,W
02110375_E.wav,N,N,N
02200412_G.wav,N,N,N
02010267_F.wav,N,N,N
02210411_F.wav,N,W,N
02110069_F#.wav,W,W,N
02100002_D#.wav,N,N,N
02110268_E.wav,N,N,N
02210221_F.wav,N,N,N
02010107_G.wav,W,W,W
02010142_G.wav,N,W,N
02210264_F.wav,N,N,N
02110033_G.wav,W,W,W
02200385_E.wav,N,W,W
02000122_E.wav,N,N,N
02000469_D#.wav,N,N,N
02010086_F.wav,N,N,N
02200184_D#.wav,W,W,W
02210198_F.wav,W,W,N
02000141_F.wav,N,W,N
02100053_E.wav,W,W,N
02200222_G.wav,N,N,N
02010433_D#.wav,W,W,N
02200436_F.wav,W,N,N
02200455_E.wav,N,W,N
02010265_D.wav,N,W,W
02100088_F.wav,W,W,W
02010018_E.wav,N,W,W
02000240_F.wav,N,W,W
02210214_D#.wav,N,N,N
02000205_F.wav,W,W,W
02000234_D#.wav,W,N,N
02010046_F.wav,N,N,N
02210158_F.wav,N,W,W
02210365_D#.wav,N,W,N
02100464_F.wav,N,W,W
02100134_G.wav,W,W,N
02110054_D#.wav,W,W,W
02200377_A#.wav,W,W,W
02200326_F.wav,W,W,W
02200363_F.wav,N,W,W
02210259_F.wav,N,N,N
02000280_F.wav,W,W,W
02200342_D#.wav,W,W,N
02010302_F.wav,N,N,N
02210318_D#.wav,N,N,N
02000418_D#.wav,W,W,W
